featcode,rowindex,type,featconst,name,description,icon,mincharlevel,minattackbonus,minstr,mindex,minint,minwis,minspelllvl,prereqfeat1,prereqfeat2,gainmultiple,effectsstack,allclassescanuse,category,maxcr,spellid,successor,crvalue,usesperday,masterfeat,targetself,orreqfeat0,orreqfeat1,orreqfeat2,orreqfeat3,orreqfeat4,reqskill,toolscategories,hostilefeat,,scd_list,sol_list,sct_list,tec_list,drx_list,drc_list,jcn_list,jgd_list,jsn_list,sas_list,sld_list,sma_list,jwa_list,jma_list,jwm_list,,jcn_pc_granted,jgd_pc_granted,jsn_pc_granted,scd_granted,sol_granted,sct_granted,tec_granted,drx_granted,drc_granted,jcn_granted,jgd_granted,jsn_granted,sas_granted,sld_granted,sma_granted,jwa_granted,jma_granted,jwm_granted,,handmaiden,baodur,hanharr,hk47,g0t0,atton,kreia,exclusion,usetype,pips
BOXF_MINE_IMMUNITY,238,change,FEAT_MINE_IMMUNITY,Character Ability - Mine Immunity,125698,if_mineimmune,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,6,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
BOXF_POINT_GUARD,239,change,FEAT_POINT_GUARD,Character Ability - Point Guard,125700,if_pointguard,****,****,****,****,****,****,****,****,****,0,0,0,****,****,****,****,****,****,****,****,****,****,****,****,****,****,6,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
BOXF_PRECISE_SHOT_1,240,change,FEAT_PRECISE_SHOT_1,Combat Specialty - Blasters I,48085,if_preshot01,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,241,****,****,****,****,****,****,****,****,****,****,2,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
BOXF_PRECISE_SHOT_2,241,change,FEAT_PRECISE_SHOT_2,Combat Specialty - Blasters II,48086,if_preshot02,3,****,****,****,****,****,****,240,****,0,0,1,****,****,****,242,****,****,****,****,****,****,****,****,****,****,2,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_PRECISE_SHOT_3,242,change,FEAT_PRECISE_SHOT_3,Combat Specialty - Blasters III,48087,if_preshot03,7,****,****,****,****,****,****,240,241,0,0,1,****,****,****,243,****,****,****,****,****,****,****,****,****,****,2,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,2
BOXF_PRECISE_SHOT_4,243,change,FEAT_PRECISE_SHOT_4,Combat Specialty - Blasters IV,121917,if_preshot04,11,****,****,****,****,****,****,****,242,0,0,1,****,****,****,244,****,****,****,****,****,****,****,****,****,****,2,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,3
BOXF_PRECISE_SHOT_5,244,change,FEAT_PRECISE_SHOT_5,Combat Specialty - Blasters V,121919,if_preshot05,15,****,****,****,****,****,****,243,****,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,2,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_LIGHTSABER_FOCUS_1,,add,FEAT_LIGHTSABER_FOCUS_1,Combat Specialty - Lightsabers I,,if_weapfoc05,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,BOX_LIGHTSABER_FOCUS_2,****,****,****,****,****,****,****,****,****,****,1,0,,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_LIGHTSABER_FOCUS_2,156,change,FEAT_LIGHTSABER_FOCUS_2,Combat Specialty - Lightsabers II,,if_weapspec05,3,****,****,****,****,****,****,BOXF_LIGHTSABER_FOCUS_1,****,0,0,1,****,****,****,BOX_LIGHTSABER_FOCUS_3,****,****,****,****,****,****,****,****,****,****,1,0,,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_LIGHTSABER_FOCUS_3,157,change,FEAT_LIGHTSABER_FOCUS_3,Combat Specialty - Lightsabers III,,if_sfoclsab01,7,****,****,****,****,****,****,BOXF_LIGHTSABER_FOCUS_1,BOXF_LIGHTSABER_FOCUS_2,0,0,1,****,****,****,BOX_LIGHTSABER_FOCUS_4,****,****,****,****,****,****,****,****,****,****,1,0,,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_LIGHTSABER_FOCUS_4,158,change,FEAT_LIGHTSABER_FOCUS_4,Combat Specialty - Lightsabers IV,,if_sfoclsab02,11,****,****,****,****,****,****,****,BOXF_LIGHTSABER_FOCUS_3,0,0,1,****,****,****,BOX_LIGHTSABER_FOCUS_5,****,****,****,****,****,****,****,****,****,****,1,0,,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_LIGHTSABER_FOCUS_5,,add,FEAT_LIGHTSABER_FOCUS_5,Combat Specialty - Lightsabers V,,if_sfoclsab03,15,****,****,****,****,****,****,BOXF_LIGHTSABER_FOCUS_4,****,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,1,0,,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_MELEE_FOCUS_1,,add,FEAT_MELEE_FOCUS_1,Combat Specialty - Melee Weapons I,,if_weapfoc06,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,BOX_MELEE_FOCUS_2,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_MELEE_FOCUS_2,,add,FEAT_MELEE_FOCUS_2,Combat Specialty - Melee Weapons II,,if_weapfoc06,3,****,****,****,****,****,****,BOXF_MELEE_FOCUS_1,****,0,0,1,****,****,****,BOX_MELEE_FOCUS_3,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_MELEE_FOCUS_3,172,change,FEAT_MELEE_FOCUS_3,Combat Specialty - Melee Weapons III,,if_weapfoc06,7,****,****,****,****,****,****,BOXF_MELEE_FOCUS_1,BOXF_MELEE_FOCUS_2,0,0,1,****,****,****,BOX_MELEE_FOCUS_4,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_MELEE_FOCUS_4,173,change,FEAT_MELEE_FOCUS_4,Combat Specialty - Melee Weapons IV,,if_weapspec06,11,****,****,****,****,****,****,****,BOXF_MELEE_FOCUS_3,0,0,1,****,****,****,BOX_MELEE_FOCUS_5,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_MELEE_FOCUS_5,174,change,FEAT_MELEE_FOCUS_5,Combat Specialty - Melee Weapons V,,if_weapspec06,15,****,****,****,****,****,****,BOXF_MELEE_FOCUS_4,****,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_FORCE_1,,add,FEAT_FORCE_1,Combat Specialty - Force I,,****,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,BOXF_FORCE_2,****,****,****,****,****,****,****,****,****,****,1,0,,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_FORCE_2,,add,FEAT_FORCE_2,Combat Specialty - Force III,,****,7,****,****,****,****,****,****,BOXF_FORCE_1,****,0,0,1,****,****,****,BOXF_FORCE_3,****,****,****,****,****,****,****,****,****,****,1,0,,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_FORCE_3,,add,FEAT_FORCE_3,Combat Specialty - Force III,,****,15,****,****,****,****,****,****,BOXF_FORCE_1,BOXF_FORCE_2,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,1,0,,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_ARMOR_1,32,change,FEAT_ARMOR_1,Armor Proficiency - Light Combat Suits,,if_armprof01,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,BOXF_ARMOR_2,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_ARMOR_2,,add,FEAT_ARMOR_2,Armor Proficiency - Combat Suits,,if_armprof01,****,****,****,****,****,****,****,BOXF_ARMOR_1,****,0,0,1,****,****,****,BOXF_ARMOR_3,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_ARMOR_3,,add,FEAT_ARMOR_3,Armor Proficiency - Military Suits,,if_armprof02,****,****,****,****,****,****,****,BOXF_ARMOR_1,BOXF_ARMOR_2,0,0,1,****,****,****,BOXF_ARMOR_4,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_ARMOR_4,33,change,FEAT_ARMOR_4,Armor Proficiency - Heavy Battle Armor,,if_armprof02,****,****,****,****,****,****,****,****,BOXF_ARMOR_3,0,0,1,****,****,****,BOXF_ARMOR_5,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_ARMOR_5,,add,FEAT_ARMOR_5,Armor Proficiency - Mastercraft Armor,,if_armprof03,****,****,****,****,****,****,****,BOXF_ARMOR_4,****,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_DROID_ARMOR_1,34,change,FEAT_DROID_ARMOR_1,Armor Proficiency - Mark I Armor,,if_droidup01,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,BOXF_DROID_ARMOR_2,****,****,****,****,****,****,****,****,****,****,1,0,,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_DROID_ARMOR_2,,add,FEAT_DROID_ARMOR_2,Armor Proficiency - Mark II Armor,,if_droidup02,****,****,****,****,****,****,****,BOXF_DROID_ARMOR_1,****,0,0,1,****,****,****,BOXF_DROID_ARMOR_3,****,****,****,****,****,****,****,****,****,****,1,0,,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_DROID_ARMOR_3,,add,FEAT_DROID_ARMOR_3,Armor Proficiency - Mark III Armor,,if_droidup03,****,****,****,****,****,****,****,BOXF_DROID_ARMOR_1,BOXF_DROID_ARMOR_2,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,1,0,,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_BLASTERS_1,35,change,FEAT_BLASTERS_1,Weapon Proficiency - Commodity Blasters,,if_weapprof01,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,BOXF_BLASTERS_2,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_BLASTERS_2,,add,FEAT_BLASTERS_2,Weapon Proficiency - Military Blasters,,if_weapprof01,****,****,****,****,****,****,****,BOXF_BLASTERS_1,****,0,0,1,****,****,****,BOXF_BLASTERS_3,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_BLASTERS_3,,add,FEAT_BLASTERS_3,Weapon Proficiency - Blaster Rifles,,if_weapprof02,****,****,****,****,****,****,****,BOXF_BLASTERS_1,BOXF_BLASTERS_2,0,0,1,****,****,****,BOXF_BLASTERS_4,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_BLASTERS_4,36,change,FEAT_BLASTERS_4,Weapon Proficiency - Heavy Blaster Rifles,,if_weapprof04,****,****,****,****,****,****,****,****,BOXF_BLASTERS_3,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_MELEE_1,37,change,FEAT_MELEE_1,Weapon Proficiency - Simple Melee Weapons,,if_weapprof07,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,BOXF_MELEE_2,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_MELEE_2,,add,FEAT_MELEE_2,Weapon Proficiency - Powered Melee Weapons,,if_weapprof05,****,****,****,****,****,****,****,BOXF_MELEE_1,****,0,0,1,****,****,****,BOXF_MELEE_3,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_MELEE_3,,add,FEAT_MELEE_3,Weapon Proficiency - Traditional Melee Weapons,,if_weapprof05,****,****,****,****,****,****,****,BOXF_MELEE_1,BOXF_MELEE_2,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_LIGHTSABERS,38,change,FEAT_LIGHTSABERS,Weapon Proficiency - Lightsabers,,if_weapprof05,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_BOWCASTERS,39,change,FEAT_BOWCASTERS,Weapon Proficiency - Bowcasters,,****,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,1,0,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_AUXILARY_WEAPONS,40,change,FEAT_AUXILARY_WEAPONS,Weapon Proficiency - Auxilary Weapons,,****,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,BOXF_GRENADE_LAUNCHERS,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_GRENADE_LAUNCHERS,,add,FEAT_GRENADE_LAUNCHERS,Weapon Proficiency - Grenade Launchers,,if_weapprof03,****,****,****,****,****,****,****,BOXF_AUXILARY_WEAPONS,****,0,0,1,****,****,****,BOXF_ROCKET_LAUNCHERS,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_ROCKET_LAUNCHERS,,add,FEAT_ROCKET_LAUNCHERS,Weapon Proficiency - Rocket Launchers,,if_weapprof08,****,****,****,****,****,****,****,BOXF_AUXILARY_WEAPONS,BOXF_GRENADE_LAUNCHERS,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_ENERGY_WEAPONS_1,41,change,FEAT_ENERGY_WEAPONS_1,Weapon Proficiency - Energy Weapons,,****,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,BOXF_ENERGY_WEAPONS_2,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_ENERGY_WEAPONS_2,,add,FEAT_ENERGY_WEAPONS_2,Weapon Proficiency - Heavy Energy Weapons,,****,****,****,****,****,****,****,****,BOXF_ENERGY_WEAPONS_1,****,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,1,0,,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_IMPLANTS_1,42,change,FEAT_IMPLANTS_1,Item Proficiency - Implants,,if_implant01,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,BOXF_IMPLANTS_2,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_IMPLANTS_2,,add,FEAT_IMPLANTS_2,Item Proficiency - Implant Packages,,if_implant02,****,****,****,****,****,****,****,BOXF_IMPLANTS_1,****,0,0,1,****,****,****,BOXF_IMPLANTS_3,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_IMPLANTS_3,,add,FEAT_IMPLANTS_3,Item Proficiency - Implant Systems,,if_implant03,****,****,****,****,****,****,****,BOXF_IMPLANTS_1,BOXF_IMPLANTS_2,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_STEALTH_FIELDS,43,change,FEAT_STEALTH_FIELDS,Item Proficiency - Stealth Field Generators,,****,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_ENERGY_SHIELDS_1,44,change,FEAT_ENERGY_SHIELDS_1,Item Proficiency - Energy Shields,,****,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,BOXF_ENERGY_SHIELDS_2,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_ENERGY_SHIELDS_2,,add,FEAT_ENERGY_SHIELDS_2,Item Proficiency - Advanced Energy Shields,,****,****,****,****,****,****,****,****,BOXF_ENERGY_SHIELDS_1,****,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_STIMULANTS_1,45,change,FEAT_STIMULANTS_1,Item Proficiency - Stimulants,,****,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,BOXF_STIMULANTS_2,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_STIMULANTS_2,,add,FEAT_STIMULANTS_2,Item Proficiency - Improved Stimulants,,****,****,****,****,****,****,****,****,BOXF_STIMULANTS_1,****,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_TURRETS_1,46,change,FEAT_TURRETS_1,Item Proficiency - Turrets,,****,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,BOXF_TURRETS_2,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_TURRETS_2,,add,FEAT_TURRETS_2,Item Proficiency - Heavy Turrets,,****,****,****,****,****,****,****,****,BOXF_TURRETS_1,****,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_MINES_1,47,change,FEAT_MINES_1,Item Proficiency - Mines,,****,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,BOXF_MINES_2,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_MINES_2,,add,FEAT_MINES_2,Item Proficiency - Custom Mines,,****,****,****,****,****,****,****,****,BOXF_MINES_1,****,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_FRAG_GRENADE,,add,FEAT_FRAG_GRENADE,Ammo - Frag Grenade,,if_weapprof03,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,1,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
BOXF_FLASH_GRENADE,,add,FEAT_FLASH_GRENADE,Ammo - Flash Grenade,,if_weapprof03,****,****,****,****,****,****,****,****,****,0,0,1,****,****,****,****,****,****,****,****,****,****,****,****,****,****,1,0,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,0,0,0,0,0,0,0x00,****,1
